415,473,439,455,423,482,180,190,202
415,473,377,476,384,456,185,195,204
441,379,409,423,400,407,120,115,116
379,413,409,423,384,456,164,170,177
409,423,379,413,400,407,112,106,110
409,423,415,473,384,456,186,196,205
415,473,409,423,439,455,173,186,199
466,441,439,455,462,428,150,168,181
418,552,382,513,423,482,138,145,141
382,513,415,473,423,482,149,162,167
415,473,382,513,377,476,162,172,180
382,513,418,552,383,561,184,190,194
343,503,382,513,383,561,139,141,133
377,476,382,513,343,503,92,101,91
482,426,466,441,462,428,141,166,174
466,441,482,426,522,480,119,140,137
544,400,555,469,522,480,139,151,152
482,426,544,400,522,480,125,131,126
544,400,482,426,514,394,116,110,105
481,342,441,379,426,337,142,128,121
441,379,481,342,466,380,123,106,94
369,13,308,1,470,1,211,158,100
308,1,233,7,0,0,205,130,37
522,0,308,1,0,0,207,139,57
470,1,308,1,522,0,217,174,128
411,15,369,13,470,1,224,191,164
432,101,453,134,416,178,215,143,52
411,15,361,43,369,13,209,152,98
379,413,383,407,400,407,122,126,139
400,407,383,407,421,343,116,105,100
383,407,371,330,421,343,129,121,119
442,222,376,244,416,178,230,171,109
286,338,334,276,371,330,141,122,112
371,330,425,280,426,337,130,107,95
335,408,362,434,326,452,179,187,196
224,463,214,464,225,447,34,26,11
282,447,224,463,225,447,48,43,24
214,464,224,463,209,485,71,64,58
316,541,343,503,383,561,129,122,103
374,577,383,561,406,596,161,160,145
395,634,374,577,406,596,141,128,90
374,577,316,541,383,561,167,167,159
316,541,374,577,304,559,149,139,119
677,210,731,209,734,260,228,182,135
731,209,677,210,698,194,227,189,159
719,308,745,316,738,330,160,143,136
745,316,719,308,749,311,142,111,90
790,308,771,296,782,272,189,160,137
634,167,623,143,642,145,210,136,31
636,188,677,210,626,198,221,157,81
677,210,636,188,669,171,223,168,109
636,188,634,167,669,171,215,143,47
677,210,689,187,698,194,231,205,186
689,187,677,210,669,171,231,202,182
744,273,705,287,734,260,196,157,121
719,308,705,287,744,273,161,134,115
687,330,624,314,670,300,175,174,178
687,330,655,363,624,314,183,183,188
677,210,671,268,651,247,229,176,118
671,268,677,210,734,260,217,176,133
705,287,671,268,734,260,169,153,146
